"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.masterEnb1.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.secondaryGnb1.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.masterEnb2.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.secondaryGnb2.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",
20.249,0,20.249,0,20.249,0,20.249,0
20.25,0,20.25,0,20.25,0,20.25,0
20.251,1,20.251,0,20.251,0,20.251,0
20.252,0,20.252,1,20.252,1,20.252,1
20.253,1,20.253,1,20.253,0,20.253,1
20.254,0,20.254,2,20.254,3,20.254,0
20.255,0,20.255,0,20.255,2,20.255,1
20.256,0,20.256,0,20.256,4,20.256,0
20.257,0,20.257,0,20.257,1,20.257,0
20.258,0,20.258,0,20.258,2,20.258,1
20.259,1,20.259,0,20.259,0,20.259,2
20.26,1,20.26,1,20.26,4,20.26,0
20.261,0,20.261,0,20.261,0,20.261,0
20.262,0,20.262,0,20.262,0,20.262,0
20.263,0,20.263,0,20.263,0,20.263,0
20.264,0,20.264,0,20.264,0,20.264,0
20.265,0,20.265,0,20.265,0,20.265,0
20.266,1,20.266,1,20.266,0,20.266,0
20.267,0,20.267,0,20.267,0,20.267,0
20.268,0,20.268,0,20.268,0,20.268,0
20.269,0,20.269,0,20.269,0,20.269,0
20.27,0,20.27,0,20.27,0,20.27,0
20.271,1,20.271,0,20.271,0,20.271,0
20.272,1,20.272,1,20.272,1,20.272,1
20.273,1,20.273,1,20.273,0,20.273,1
20.274,0,20.274,2,20.274,3,20.274,0
20.275,0,20.275,0,20.275,2,20.275,1
20.276,0,20.276,0,20.276,4,20.276,0
20.277,0,20.277,0,20.277,1,20.277,0
20.278,0,20.278,1,20.278,2,20.278,1
20.279,2,20.279,1,20.279,0,20.279,1
20.28,1,20.28,1,20.28,4,20.28,0
20.281,0,20.281,0,20.281,0,20.281,0
20.282,0,20.282,0,20.282,0,20.282,0
20.283,0,20.283,0,20.283,0,20.283,0
20.284,0,20.284,0,20.284,0,20.284,0
20.285,0,20.285,1,20.285,0,20.285,1
20.286,1,20.286,0,20.286,0,20.286,0
20.287,0,20.287,0,20.287,0,20.287,0
20.288,0,20.288,0,20.288,0,20.288,0
20.289,0,20.289,0,20.289,0,20.289,0
20.29,0,20.29,0,20.29,0,20.29,0
20.291,1,20.291,0,20.291,0,20.291,0
20.292,0,20.292,1,20.292,1,20.292,1
20.293,1,20.293,1,20.293,0,20.293,1
20.294,0,20.294,2,20.294,3,20.294,0
20.295,0,20.295,0,20.295,2,20.295,1
20.296,0,20.296,0,20.296,4,20.296,0
20.297,0,20.297,0,20.297,1,20.297,0
20.298,0,20.298,0,20.298,2,20.298,1
20.299,1,20.299,1,20.299,0,20.299,2
20.3,1,20.3,1,20.3,4,20.3,0
20.301,0,20.301,0,20.301,0,20.301,0
20.302,0,20.302,0,20.302,0,20.302,0
20.303,0,20.303,0,20.303,0,20.303,0
20.304,0,20.304,0,20.304,0,20.304,0
20.305,0,20.305,0,20.305,0,20.305,0
20.306,1,20.306,0,20.306,0,20.306,0
20.307,0,20.307,0,20.307,0,20.307,0
20.308,0,20.308,0,20.308,0,20.308,0
20.309,0,20.309,0,20.309,0,20.309,0
20.31,0,20.31,0,20.31,0,20.31,0
20.311,1,20.311,0,20.311,0,20.311,0
20.312,0,20.312,1,20.312,1,20.312,1
20.313,1,20.313,1,20.313,0,20.313,1
20.314,0,20.314,2,20.314,3,20.314,0
20.315,0,20.315,0,20.315,1,20.315,1
20.316,0,20.316,0,20.316,3,20.316,0
20.317,0,20.317,0,20.317,1,20.317,0
20.318,0,20.318,1,20.318,2,20.318,1
20.319,1,20.319,0,20.319,0,20.319,2
20.32,1,20.32,1,20.32,4,20.32,0
20.321,0,20.321,0,20.321,1,20.321,1
20.322,0,20.322,0,20.322,0,20.322,0
20.323,0,20.323,0,20.323,0,20.323,0
20.324,0,20.324,0,20.324,0,20.324,1
20.325,0,20.325,0,20.325,0,20.325,0
20.326,1,20.326,0,20.326,0,20.326,0
20.327,0,20.327,0,20.327,1,20.327,0
20.328,0,20.328,0,20.328,0,20.328,0
20.329,0,20.329,0,20.329,0,20.329,0
20.33,0,20.33,0,20.33,0,20.33,0
20.331,1,20.331,0,20.331,0,20.331,0
20.332,0,20.332,1,20.332,1,20.332,1
20.333,1,20.333,1,20.333,0,20.333,1
20.334,0,20.334,2,20.334,3,20.334,0
20.335,0,20.335,0,20.335,2,20.335,1
20.336,0,20.336,0,20.336,4,20.336,0
20.337,0,20.337,0,20.337,1,20.337,0
20.338,0,20.338,0,20.338,2,20.338,0
20.339,2,20.339,0,20.339,0,20.339,2
20.34,1,20.34,1,20.34,4,20.34,0
20.341,0,20.341,0,20.341,0,20.341,0
20.342,0,20.342,0,20.342,0,20.342,0
20.343,0,20.343,0,20.343,0,20.343,0
20.344,0,20.344,0,20.344,0,20.344,0
20.345,1,20.345,0,20.345,0,20.345,0
20.346,1,20.346,0,20.346,0,20.346,0
20.347,0,20.347,0,20.347,0,20.347,0
20.348,0,20.348,0,20.348,0,20.348,0
20.349,0,20.349,0,20.349,0,20.349,0
20.35,0,20.35,0,20.35,0,20.35,0
20.351,1,20.351,0,20.351,0,20.351,0
20.352,0,20.352,1,20.352,1,20.352,1
20.353,1,20.353,1,20.353,0,20.353,1
20.354,0,20.354,2,20.354,3,20.354,0
20.355,0,20.355,0,20.355,1,20.355,1
20.356,0,20.356,0,20.356,3,20.356,0
20.357,0,20.357,0,20.357,1,20.357,0
20.358,0,20.358,0,20.358,2,20.358,1
20.359,1,20.359,0,20.359,0,20.359,2
20.36,1,20.36,1,20.36,4,20.36,0
20.361,0,20.361,0,20.361,1,20.361,1
20.362,0,20.362,0,20.362,0,20.362,0
20.363,0,20.363,0,20.363,0,20.363,0
20.364,0,20.364,0,20.364,0,20.364,0
20.365,0,20.365,0,20.365,0,20.365,0
20.366,1,20.366,0,20.366,0,20.366,0
20.367,0,20.367,0,20.367,0,20.367,0
20.368,0,20.368,0,20.368,0,20.368,0
20.369,0,20.369,0,20.369,0,20.369,0
20.37,0,20.37,0,20.37,0,20.37,0
20.371,1,20.371,0,20.371,0,20.371,0
20.372,0,20.372,1,20.372,1,20.372,1
20.373,1,20.373,1,20.373,0,20.373,1
20.374,0,20.374,2,20.374,3,20.374,0
20.375,0,20.375,0,20.375,1,20.375,1
20.376,0,20.376,0,20.376,3,20.376,0
20.377,0,20.377,0,20.377,1,20.377,0
20.378,0,20.378,0,20.378,2,20.378,1
20.379,1,20.379,1,20.379,0,20.379,2
20.38,1,20.38,1,20.38,4,20.38,0
20.381,0,20.381,0,20.381,1,20.381,1
20.382,0,20.382,0,20.382,0,20.382,0
20.383,0,20.383,0,20.383,0,20.383,0
20.384,0,20.384,0,20.384,0,20.384,0
20.385,0,20.385,0,20.385,0,20.385,0
20.386,1,20.386,0,20.386,0,20.386,0
20.387,0,20.387,0,20.387,0,20.387,0
20.388,0,20.388,0,20.388,0,20.388,0
20.389,0,20.389,0,20.389,0,20.389,0
20.39,0,20.39,0,20.39,0,20.39,0
20.391,1,20.391,0,20.391,0,20.391,0
20.392,0,20.392,1,20.392,1,20.392,1
20.393,1,20.393,1,20.393,0,20.393,1
20.394,0,20.394,2,20.394,3,20.394,0
20.395,0,20.395,0,20.395,1,20.395,1
20.396,0,20.396,0,20.396,3,20.396,0
20.397,0,20.397,0,20.397,1,20.397,0
20.398,0,20.398,0,20.398,2,20.398,1
20.399,1,20.399,0,20.399,0,20.399,2
20.4,1,20.4,1,20.4,4,20.4,0
20.401,0,20.401,0,20.401,1,20.401,1
20.402,0,20.402,0,20.402,0,20.402,0
20.403,0,20.403,0,20.403,0,20.403,0
20.404,0,20.404,0,20.404,0,20.404,1
20.405,0,20.405,0,20.405,0,20.405,0
20.406,1,20.406,0,20.406,0,20.406,0
20.407,0,20.407,0,20.407,0,20.407,1
20.408,0,20.408,0,20.408,0,20.408,0
20.409,0,20.409,0,20.409,0,20.409,0
20.41,0,20.41,0,20.41,0,20.41,0
20.411,1,20.411,0,20.411,0,20.411,0
20.412,0,20.412,1,20.412,1,20.412,1
20.413,1,20.413,1,20.413,0,20.413,1
20.414,0,20.414,2,20.414,3,20.414,0
20.415,0,20.415,0,20.415,1,20.415,1
20.416,0,20.416,0,20.416,3,20.416,0
20.417,0,20.417,0,20.417,1,20.417,0
20.418,0,20.418,0,20.418,2,20.418,1
20.419,1,20.419,1,20.419,0,20.419,2
20.42,1,20.42,1,20.42,4,20.42,0
20.421,0,20.421,0,20.421,1,20.421,1
20.422,0,20.422,0,20.422,0,20.422,0
20.423,0,20.423,0,20.423,0,20.423,0
20.424,0,20.424,0,20.424,0,20.424,0
20.425,0,20.425,0,20.425,0,20.425,0
20.426,1,20.426,0,20.426,0,20.426,0
20.427,0,20.427,0,20.427,0,20.427,0
20.428,0,20.428,0,20.428,0,20.428,0
20.429,0,20.429,0,20.429,0,20.429,0
20.43,0,20.43,0,20.43,0,20.43,0
20.431,1,20.431,0,20.431,0,20.431,0
20.432,0,20.432,1,20.432,1,20.432,1
20.433,1,20.433,1,20.433,0,20.433,1
20.434,0,20.434,2,20.434,3,20.434,0
20.435,0,20.435,0,20.435,1,20.435,1
20.436,0,20.436,0,20.436,3,20.436,0
20.437,0,20.437,0,20.437,1,20.437,0
20.438,0,20.438,1,20.438,2,20.438,1
20.439,1,20.439,0,20.439,0,20.439,2
20.44,1,20.44,1,20.44,4,20.44,0
20.441,0,20.441,0,20.441,1,20.441,1
20.442,0,20.442,0,20.442,0,20.442,0
20.443,0,20.443,0,20.443,0,20.443,0
20.444,0,20.444,0,20.444,1,20.444,0
20.445,0,20.445,0,20.445,0,20.445,0
20.446,0,20.446,0,20.446,0,20.446,0
20.447,0,20.447,0,20.447,0,20.447,0
20.448,0,20.448,0,20.448,0,20.448,0
20.449,0,20.449,0,20.449,0,20.449,0
20.45,0,20.45,0,20.45,0,20.45,0
20.451,1,20.451,0,20.451,0,20.451,0
20.452,0,20.452,1,20.452,1,20.452,1
20.453,1,20.453,1,20.453,0,20.453,1
20.454,0,20.454,2,20.454,3,20.454,0
20.455,0,20.455,0,20.455,1,20.455,1
20.456,0,20.456,0,20.456,3,20.456,0
20.457,0,20.457,0,20.457,1,20.457,0
20.458,0,20.458,0,20.458,2,20.458,1
20.459,1,20.459,1,20.459,0,20.459,2
20.46,1,20.46,1,20.46,4,20.46,0
20.461,0,20.461,0,20.461,1,20.461,1
20.462,0,20.462,0,20.462,0,20.462,0
20.463,0,20.463,0,20.463,0,20.463,0
20.464,0,20.464,0,20.464,0,20.464,0
20.465,0,20.465,0,20.465,0,20.465,0
20.466,1,20.466,0,20.466,1,20.466,0
20.467,0,20.467,0,20.467,0,20.467,1
20.468,0,20.468,0,20.468,0,20.468,0
20.469,0,20.469,0,20.469,0,20.469,0
20.47,0,20.47,0,20.47,0,20.47,0
20.471,1,20.471,0,20.471,0,20.471,0
20.472,1,20.472,1,20.472,1,20.472,1
20.473,1,20.473,1,20.473,0,20.473,1
20.474,0,20.474,2,20.474,3,20.474,0
20.475,0,20.475,0,20.475,1,20.475,1
20.476,0,20.476,0,20.476,3,20.476,0
20.477,0,20.477,0,20.477,1,20.477,0
20.478,0,20.478,1,20.478,2,20.478,1
20.479,2,20.479,1,20.479,0,20.479,1
20.48,1,20.48,1,20.48,2,20.48,0
20.481,0,20.481,0,20.481,1,20.481,1
20.482,0,20.482,0,20.482,0,20.482,0
20.483,0,20.483,0,20.483,0,20.483,0
20.484,0,20.484,0,20.484,0,20.484,0
20.485,0,20.485,0,20.485,0,20.485,1
20.486,1,20.486,0,20.486,1,20.486,0
20.487,0,20.487,0,20.487,0,20.487,0
20.488,0,20.488,0,20.488,0,20.488,0
20.489,0,20.489,0,20.489,0,20.489,0
20.49,0,20.49,0,20.49,0,20.49,0
20.491,1,20.491,0,20.491,0,20.491,0
20.492,0,20.492,1,20.492,1,20.492,1
20.493,1,20.493,1,20.493,0,20.493,1
20.494,0,20.494,2,20.494,3,20.494,0
20.495,0,20.495,0,20.495,1,20.495,1
20.496,0,20.496,0,20.496,3,20.496,0
20.497,0,20.497,0,20.497,1,20.497,0
20.498,0,20.498,0,20.498,2,20.498,1
20.499,1,20.499,0,20.499,0,20.499,2
20.5,1,20.5,1,20.5,4,20.5,0
20.501,0,20.501,0,20.501,1,20.501,1
20.502,0,20.502,0,20.502,0,20.502,0
20.503,0,20.503,0,20.503,0,20.503,0
20.504,0,20.504,0,20.504,0,20.504,0
20.505,0,20.505,0,20.505,0,20.505,0
20.506,1,20.506,0,20.506,1,20.506,0
20.507,0,20.507,0,20.507,0,20.507,0
20.508,0,20.508,0,20.508,0,20.508,0
20.509,0,20.509,0,20.509,0,20.509,0
20.51,0,20.51,0,20.51,0,20.51,0
20.511,1,20.511,0,20.511,0,20.511,0
20.512,0,20.512,1,20.512,1,20.512,1
20.513,1,20.513,1,20.513,0,20.513,1
20.514,0,20.514,2,20.514,3,20.514,0
20.515,0,20.515,0,20.515,2,20.515,1
20.516,0,20.516,0,20.516,4,20.516,0
20.517,0,20.517,0,20.517,2,20.517,0
20.518,0,20.518,0,20.518,2,20.518,1
20.519,1,20.519,0,20.519,0,20.519,2
20.52,1,20.52,1,20.52,4,20.52,0
20.521,0,20.521,0,20.521,0,20.521,0
20.522,0,20.522,0,20.522,0,20.522,0
20.523,0,20.523,0,20.523,0,20.523,0
20.524,0,20.524,0,20.524,1,20.524,1
20.525,0,20.525,0,20.525,0,20.525,0
20.526,1,20.526,0,20.526,1,20.526,0
20.527,0,20.527,0,20.527,0,20.527,0
20.528,0,20.528,0,20.528,0,20.528,0
20.529,0,20.529,0,20.529,0,20.529,0
20.53,0,20.53,0,20.53,0,20.53,0
20.531,1,20.531,0,20.531,0,20.531,0
20.532,0,20.532,1,20.532,1,20.532,1
20.533,1,20.533,1,20.533,0,20.533,1
20.534,0,20.534,2,20.534,3,20.534,0
20.535,0,20.535,0,20.535,2,20.535,1
20.536,0,20.536,0,20.536,4,20.536,0
20.537,0,20.537,0,20.537,2,20.537,0
20.538,0,20.538,0,20.538,2,20.538,1
20.539,1,20.539,1,20.539,0,20.539,2
20.54,1,20.54,1,20.54,4,20.54,0
20.541,0,20.541,0,20.541,0,20.541,0
20.542,0,20.542,0,20.542,0,20.542,0
20.543,0,20.543,0,20.543,0,20.543,0
20.544,0,20.544,0,20.544,0,20.544,0
20.545,0,20.545,0,20.545,0,20.545,0
20.546,1,20.546,0,20.546,0,20.546,0
20.547,0,20.547,0,20.547,0,20.547,0
20.548,0,20.548,0,20.548,0,20.548,0
20.549,0,20.549,0,20.549,0,20.549,0
20.55,0,20.55,0,20.55,0,20.55,0
20.551,1,20.551,0,20.551,0,20.551,0
20.552,0,20.552,1,20.552,1,20.552,1
20.553,1,20.553,1,20.553,0,20.553,1
20.554,0,20.554,2,20.554,3,20.554,0
20.555,0,20.555,0,20.555,2,20.555,1
20.556,0,20.556,0,20.556,4,20.556,0
20.557,0,20.557,0,20.557,2,20.557,0
20.558,0,20.558,0,20.558,2,20.558,1
20.559,1,20.559,0,20.559,0,20.559,2
20.56,1,20.56,1,20.56,4,20.56,0
20.561,0,20.561,0,20.561,0,20.561,0
20.562,0,20.562,0,20.562,0,20.562,0
20.563,0,20.563,0,20.563,0,20.563,0
20.564,0,20.564,0,20.564,1,20.564,1
20.565,0,20.565,0,20.565,0,20.565,0
20.566,1,20.566,0,20.566,0,20.566,0
20.567,0,20.567,0,20.567,0,20.567,0
20.568,0,20.568,0,20.568,0,20.568,0
20.569,0,20.569,0,20.569,0,20.569,0
20.57,0,20.57,0,20.57,0,20.57,0
20.571,1,20.571,0,20.571,0,20.571,0
20.572,0,20.572,1,20.572,1,20.572,1
20.573,1,20.573,1,20.573,0,20.573,1
20.574,0,20.574,2,20.574,3,20.574,0
20.575,0,20.575,0,20.575,2,20.575,1
20.576,0,20.576,0,20.576,4,20.576,0
20.577,0,20.577,0,20.577,2,20.577,0
20.578,0,20.578,1,20.578,2,20.578,1
20.579,1,20.579,0,20.579,0,20.579,2
20.58,1,20.58,1,20.58,4,20.58,0
20.581,0,20.581,0,20.581,0,20.581,0
20.582,0,20.582,0,20.582,0,20.582,0
20.583,0,20.583,0,20.583,0,20.583,0
20.584,0,20.584,0,20.584,1,20.584,0
20.585,0,20.585,0,20.585,0,20.585,0
20.586,1,20.586,1,20.586,0,20.586,0
20.587,0,20.587,0,20.587,0,20.587,0
20.588,0,20.588,0,20.588,0,20.588,0
20.589,0,20.589,0,20.589,0,20.589,0
20.59,0,20.59,0,20.59,0,20.59,0
20.591,1,20.591,0,20.591,0,20.591,0
20.592,0,20.592,2,20.592,1,20.592,1
20.593,2,20.593,1,20.593,0,20.593,1
20.594,0,20.594,2,20.594,3,20.594,0
20.595,0,20.595,0,20.595,2,20.595,1
20.596,0,20.596,0,20.596,4,20.596,0
20.597,0,20.597,0,20.597,2,20.597,0
20.598,0,20.598,0,20.598,2,20.598,1
20.599,1,20.599,0,20.599,0,20.599,2
20.6,1,20.6,1,20.6,4,20.6,0
20.601,0,20.601,0,20.601,0,20.601,0
20.602,0,20.602,0,20.602,0,20.602,0
20.603,0,20.603,0,20.603,0,20.603,0
20.604,0,20.604,0,20.604,1,20.604,0
20.605,0,20.605,0,20.605,0,20.605,0
20.606,1,20.606,0,20.606,0,20.606,0
20.607,0,20.607,0,20.607,0,20.607,0
20.608,0,20.608,0,20.608,0,20.608,0
20.609,0,20.609,0,20.609,0,20.609,0
20.61,0,20.61,0,20.61,0,20.61,0
20.611,1,20.611,0,20.611,0,20.611,0
20.612,0,20.612,1,20.612,1,20.612,1
20.613,1,20.613,1,20.613,0,20.613,1
20.614,0,20.614,2,20.614,3,20.614,0
20.615,0,20.615,0,20.615,2,20.615,1
20.616,0,20.616,0,20.616,4,20.616,0
20.617,0,20.617,0,20.617,2,20.617,0
20.618,0,20.618,0,20.618,2,20.618,1
20.619,1,20.619,0,20.619,0,20.619,2
20.62,1,20.62,1,20.62,4,20.62,0
20.621,0,20.621,0,20.621,0,20.621,1
20.622,0,20.622,0,20.622,0,20.622,0
20.623,0,20.623,0,20.623,0,20.623,0
20.624,0,20.624,0,20.624,0,20.624,1
20.625,0,20.625,0,20.625,0,20.625,0
20.626,1,20.626,0,20.626,0,20.626,0
20.627,0,20.627,0,20.627,0,20.627,0
20.628,0,20.628,0,20.628,0,20.628,0
20.629,0,20.629,0,20.629,0,20.629,0
20.63,0,20.63,0,20.63,0,20.63,0
20.631,1,20.631,0,20.631,0,20.631,0
20.632,0,20.632,1,20.632,1,20.632,1
20.633,1,20.633,1,20.633,0,20.633,1
20.634,0,20.634,2,20.634,3,20.634,0
20.635,0,20.635,0,20.635,2,20.635,1
20.636,0,20.636,0,20.636,4,20.636,0
20.637,0,20.637,0,20.637,2,20.637,0
20.638,0,20.638,1,20.638,2,20.638,1
20.639,1,20.639,0,20.639,0,20.639,2
20.64,1,20.64,1,20.64,4,20.64,0
20.641,0,20.641,0,20.641,0,20.641,0
20.642,0,20.642,0,20.642,0,20.642,0
20.643,0,20.643,0,20.643,0,20.643,0
20.644,0,20.644,0,20.644,0,20.644,0
20.645,0,20.645,0,20.645,0,20.645,0
20.646,1,20.646,1,20.646,0,20.646,0
20.647,0,20.647,0,20.647,0,20.647,0
20.648,0,20.648,0,20.648,0,20.648,0
20.649,0,20.649,0,20.649,0,20.649,0
20.65,0,20.65,0,20.65,0,20.65,0
20.651,1,20.651,0,20.651,0,20.651,0
20.652,0,20.652,2,20.652,1,20.652,1
20.653,2,20.653,1,20.653,0,20.653,1
20.654,0,20.654,2,20.654,3,20.654,0
20.655,0,20.655,0,20.655,2,20.655,1
20.656,0,20.656,0,20.656,4,20.656,0
20.657,0,20.657,0,20.657,2,20.657,0
20.658,0,20.658,0,20.658,2,20.658,1
20.659,1,20.659,0,20.659,0,20.659,2
20.66,1,20.66,1,20.66,4,20.66,0
20.661,0,20.661,0,20.661,0,20.661,0
20.662,0,20.662,0,20.662,0,20.662,0
20.663,0,20.663,0,20.663,0,20.663,0
20.664,0,20.664,0,20.664,0,20.664,1
20.665,0,20.665,0,20.665,0,20.665,0
20.666,1,20.666,0,20.666,1,20.666,0
20.667,0,20.667,0,20.667,0,20.667,0
20.668,0,20.668,0,20.668,0,20.668,0
20.669,0,20.669,0,20.669,0,20.669,0
20.67,0,20.67,0,20.67,0,20.67,0
20.671,1,20.671,0,20.671,0,20.671,0
20.672,0,20.672,1,20.672,1,20.672,1
20.673,1,20.673,1,20.673,0,20.673,1
20.674,0,20.674,2,20.674,3,20.674,0
20.675,0,20.675,0,20.675,2,20.675,1
20.676,0,20.676,0,20.676,4,20.676,0
20.677,0,20.677,0,20.677,2,20.677,0
20.678,0,20.678,0,20.678,2,20.678,1
20.679,1,20.679,0,20.679,0,20.679,2
20.68,1,20.68,1,20.68,4,20.68,0
20.681,0,20.681,0,20.681,0,20.681,0
20.682,0,20.682,0,20.682,0,20.682,0
20.683,0,20.683,0,20.683,0,20.683,0
20.684,0,20.684,0,20.684,0,20.684,0
20.685,0,20.685,0,20.685,0,20.685,0
20.686,1,20.686,1,20.686,0,20.686,0
20.687,0,20.687,0,20.687,0,20.687,0
20.688,0,20.688,0,20.688,0,20.688,0
20.689,0,20.689,0,20.689,0,20.689,0
20.69,0,20.69,0,20.69,0,20.69,0
20.691,1,20.691,0,20.691,0,20.691,0
20.692,0,20.692,2,20.692,1,20.692,1
20.693,2,20.693,1,20.693,0,20.693,1
20.694,0,20.694,2,20.694,3,20.694,0
20.695,0,20.695,0,20.695,2,20.695,1
20.696,0,20.696,0,20.696,4,20.696,0
20.697,0,20.697,0,20.697,2,20.697,0
20.698,0,20.698,0,20.698,2,20.698,1
20.699,1,20.699,0,20.699,0,20.699,2
20.7,1,20.7,1,20.7,4,20.7,0
20.701,0,20.701,0,20.701,0,20.701,0
20.702,0,20.702,0,20.702,0,20.702,0
20.703,0,20.703,0,20.703,0,20.703,0
20.704,0,20.704,0,20.704,0,20.704,0
20.705,0,20.705,0,20.705,0,20.705,0
20.706,0,20.706,0,20.706,1,20.706,0
20.707,0,20.707,0,20.707,0,20.707,0
20.708,0,20.708,0,20.708,0,20.708,0
20.709,0,20.709,0,20.709,0,20.709,0
20.71,0,20.71,0,20.71,0,20.71,0
20.711,1,20.711,0,20.711,0,20.711,0
20.712,0,20.712,1,20.712,1,20.712,1
20.713,2,20.713,1,20.713,0,20.713,1
20.714,0,20.714,2,20.714,3,20.714,0
20.715,0,20.715,0,20.715,2,20.715,1
20.716,0,20.716,0,20.716,4,20.716,0
20.717,0,20.717,0,20.717,2,20.717,0
20.718,0,20.718,1,20.718,2,20.718,1
20.719,3,20.719,1,20.719,0,20.719,1
20.72,1,20.72,1,20.72,4,20.72,0
20.721,0,20.721,0,20.721,0,20.721,0
20.722,0,20.722,0,20.722,0,20.722,0
20.723,0,20.723,0,20.723,0,20.723,0
20.724,0,20.724,0,20.724,0,20.724,1
20.725,0,20.725,0,20.725,0,20.725,1
20.726,1,20.726,0,20.726,0,20.726,0
20.727,0,20.727,0,20.727,0,20.727,0
20.728,0,20.728,0,20.728,0,20.728,0
20.729,0,20.729,0,20.729,0,20.729,0
20.73,0,20.73,0,20.73,0,20.73,0
20.731,1,20.731,0,20.731,0,20.731,0
20.732,0,20.732,1,20.732,1,20.732,1
20.733,1,20.733,1,20.733,0,20.733,1
20.734,0,20.734,2,20.734,3,20.734,0
20.735,0,20.735,0,20.735,2,20.735,1
20.736,0,20.736,0,20.736,4,20.736,0
20.737,0,20.737,0,20.737,2,20.737,0
20.738,0,20.738,0,20.738,2,20.738,1
20.739,1,20.739,0,20.739,0,20.739,2
20.74,1,20.74,1,20.74,4,20.74,0
20.741,0,20.741,0,20.741,0,20.741,0
20.742,0,20.742,0,20.742,0,20.742,0
20.743,0,20.743,0,20.743,0,20.743,0
20.744,0,20.744,0,20.744,0,20.744,0
20.745,0,20.745,0,20.745,0,20.745,0
20.746,0,20.746,1,20.746,1,20.746,0
20.747,0,20.747,0,20.747,0,20.747,0
20.748,0,20.748,0,20.748,0,20.748,0
20.749,0,20.749,0,20.749,0,20.749,0
20.75,0,20.75,0,20.75,0,20.75,0
20.751,1,20.751,0,20.751,0,20.751,0
20.752,0,20.752,1,20.752,1,20.752,1
20.753,1,20.753,1,20.753,0,20.753,1
20.754,0,20.754,2,20.754,3,20.754,0
20.755,0,20.755,0,20.755,2,20.755,1
20.756,0,20.756,0,20.756,4,20.756,0
20.757,0,20.757,0,20.757,2,20.757,0
20.758,0,20.758,0,20.758,2,20.758,1
20.759,1,20.759,0,20.759,0,20.759,2
20.76,1,20.76,1,20.76,4,20.76,0
20.761,0,20.761,0,20.761,0,20.761,0
20.762,0,20.762,0,20.762,0,20.762,0
20.763,0,20.763,0,20.763,0,20.763,0
20.764,0,20.764,0,20.764,0,20.764,1
20.765,0,20.765,0,20.765,0,20.765,0
20.766,0,20.766,0,20.766,1,20.766,0
20.767,0,20.767,0,20.767,0,20.767,0
20.768,0,20.768,0,20.768,0,20.768,0
20.769,0,20.769,0,20.769,0,20.769,0
20.77,0,20.77,0,20.77,0,20.77,0
20.771,1,20.771,0,20.771,0,20.771,0
20.772,0,20.772,1,20.772,1,20.772,1
20.773,1,20.773,1,20.773,0,20.773,1
20.774,0,20.774,2,20.774,3,20.774,0
20.775,0,20.775,0,20.775,2,20.775,1
20.776,0,20.776,0,20.776,4,20.776,0
20.777,0,20.777,0,20.777,2,20.777,0
20.778,0,20.778,0,20.778,2,20.778,1
20.779,1,20.779,0,20.779,0,20.779,2
20.78,1,20.78,1,20.78,4,20.78,0
20.781,0,20.781,0,20.781,0,20.781,0
20.782,0,20.782,0,20.782,0,20.782,0
20.783,0,20.783,0,20.783,0,20.783,0
20.784,0,20.784,0,20.784,0,20.784,1
20.785,0,20.785,0,20.785,0,20.785,0
20.786,0,20.786,0,20.786,0,20.786,0
20.787,0,20.787,0,20.787,0,20.787,0
20.788,0,20.788,0,20.788,0,20.788,0
20.789,0,20.789,0,20.789,0,20.789,0
20.79,0,20.79,0,20.79,0,20.79,0
20.791,1,20.791,0,20.791,0,20.791,0
20.792,0,20.792,1,20.792,1,20.792,1
20.793,1,20.793,1,20.793,0,20.793,1
20.794,0,20.794,2,20.794,3,20.794,0
20.795,0,20.795,0,20.795,2,20.795,1
20.796,0,20.796,0,20.796,4,20.796,0
20.797,0,20.797,0,20.797,2,20.797,0
20.798,0,20.798,1,20.798,2,20.798,1
20.799,1,20.799,0,20.799,0,20.799,2
20.8,1,20.8,1,20.8,4,20.8,0
20.801,0,20.801,0,20.801,0,20.801,0
20.802,0,20.802,0,20.802,0,20.802,0
20.803,0,20.803,0,20.803,0,20.803,0
20.804,0,20.804,0,20.804,0,20.804,0
20.805,0,20.805,0,20.805,0,20.805,0
